date,dailySteps,season,month,day,double
7/9/2020,5733,summer,7,Thursday,TRUE
7/10/2020,7187,summer,7,Friday,TRUE
7/11/2020,7522,summer,7,Saturday,TRUE
7/12/2020,8445,summer,7,Sunday,
7/14/2020,10407,summer,7,Tuesday,
7/16/2020,10268,summer,7,Thursday,TRUE
7/17/2020,7671,summer,7,Friday,TRUE
7/18/2020,10106,summer,7,Saturday,TRUE
7/19/2020,8946,summer,7,Sunday,TRUE
7/20/2020,5964,summer,7,Monday,TRUE
7/21/2020,10254,summer,7,Tuesday,TRUE
7/22/2020,12412,summer,7,Wednesday,TRUE
7/23/2020,14746,summer,7,Thursday,TRUE
7/24/2020,6059,summer,7,Friday,TRUE
7/25/2020,8299,summer,7,Saturday,TRUE
7/26/2020,13055,summer,7,Sunday,
7/28/2020,12272,summer,7,Tuesday,TRUE
7/29/2020,8635,summer,7,Wednesday,TRUE
7/30/2020,9326,summer,7,Thursday,
8/4/2020,11332,summer,8,Tuesday,TRUE
8/5/2020,5724,summer,8,Wednesday,TRUE
8/6/2020,10500,summer,8,Thursday,TRUE
8/7/2020,6666,summer,8,Friday,TRUE
8/8/2020,9106,summer,8,Saturday,TRUE
8/9/2020,8859,summer,8,Sunday,
8/11/2020,16790,summer,8,Tuesday,TRUE
8/12/2020,6897,summer,8,Wednesday,TRUE
8/13/2020,17372,summer,8,Thursday,
8/15/2020,12707,summer,8,Saturday,TRUE
8/16/2020,15684,summer,8,Sunday,TRUE
8/17/2020,8837,summer,8,Monday,
8/20/2020,8596,summer,8,Thursday,TRUE
8/21/2020,9808,summer,8,Friday,TRUE
8/22/2020,11144,summer,8,Saturday,TRUE
8/23/2020,11478,summer,8,Sunday,TRUE
8/24/2020,7179,summer,8,Monday,TRUE
8/25/2020,13605,summer,8,Tuesday,TRUE
8/26/2020,11582,summer,8,Wednesday,
8/28/2020,7948,summer,8,Friday,TRUE
8/29/2020,8958,summer,8,Saturday,TRUE
8/30/2020,13675,summer,8,Sunday,TRUE
8/31/2020,6296,summer,8,Monday,TRUE
9/1/2020,10881,fall,9,Tuesday,
9/5/2020,13332,fall,9,Saturday,TRUE
9/6/2020,9973,fall,9,Sunday,
9/12/2020,10783,fall,9,Saturday,TRUE
9/13/2020,11735,fall,9,Sunday,TRUE
9/14/2020,6506,fall,9,Monday,TRUE
9/15/2020,13975,fall,9,Tuesday,
9/17/2020,6251,fall,9,Thursday,TRUE
9/18/2020,6805,fall,9,Friday,TRUE
9/19/2020,8373,fall,9,Saturday,
9/22/2020,15688,fall,9,Tuesday,
9/27/2020,11006,fall,9,Sunday,TRUE
9/28/2020,7356,fall,9,Monday,TRUE
9/29/2020,10638,fall,9,Tuesday,
10/3/2020,19457,fall,10,Saturday,TRUE
10/4/2020,8950,fall,10,Sunday,TRUE
10/5/2020,13053,fall,10,Monday,
10/15/2020,5597,fall,10,Thursday,
10/17/2020,9297,fall,10,Saturday,TRUE
10/18/2020,11621,fall,10,Sunday,TRUE
10/19/2020,6075,fall,10,Monday,TRUE
10/20/2020,11824,fall,10,Tuesday,
10/23/2020,5584,fall,10,Friday,TRUE
10/24/2020,15080,fall,10,Saturday,TRUE
10/25/2020,12322,fall,10,Sunday,
11/7/2020,10922,fall,11,Saturday,TRUE
11/8/2020,12799,fall,11,Sunday,
11/10/2020,7888,fall,11,Tuesday,TRUE
11/11/2020,7614,fall,11,Wednesday,
11/13/2020,5529,fall,11,Friday,TRUE
11/14/2020,8979,fall,11,Saturday,TRUE
11/15/2020,11124,fall,11,Sunday,
11/17/2020,11002,fall,11,Tuesday,TRUE
11/18/2020,6085,fall,11,Wednesday,TRUE
11/19/2020,6011,fall,11,Thursday,TRUE
11/20/2020,8813,fall,11,Friday,TRUE
11/21/2020,10194,fall,11,Saturday,TRUE
11/22/2020,9192,fall,11,Sunday,TRUE
11/23/2020,8384,fall,11,Monday,
11/27/2020,11322,fall,11,Friday,TRUE
11/28/2020,9889,fall,11,Saturday,
12/5/2020,6391,winter,12,Saturday,TRUE
12/6/2020,6259,winter,12,Sunday,
12/12/2020,10547,winter,12,Saturday,TRUE
12/13/2020,8749,winter,12,Sunday,TRUE
12/14/2020,13656,winter,12,Monday,
12/16/2020,10499,winter,12,Wednesday,TRUE
12/17/2020,11013,winter,12,Thursday,
12/19/2020,9500,winter,12,Saturday,TRUE
12/20/2020,9359,winter,12,Sunday,
12/22/2020,8539,winter,12,Tuesday,
12/26/2020,6028,winter,12,Saturday,TRUE
12/27/2020,7040,winter,12,Sunday,TRUE
12/28/2020,9040,winter,12,Monday,TRUE
12/29/2020,6905,winter,12,Tuesday,TRUE
12/30/2020,9021,winter,12,Wednesday,
1/1/2021,5583,winter,1,Friday,TRUE
1/2/2021,5617,winter,1,Saturday,TRUE
1/3/2021,13309,winter,1,Sunday,
1/6/2021,6040,winter,1,Wednesday,
1/9/2021,6317,winter,1,Saturday,
1/11/2021,7007,winter,1,Monday,
1/28/2021,5883,winter,1,Thursday,
1/31/2021,5621,winter,1,Sunday,
2/19/2021,5722,winter,2,Friday,TRUE
2/20/2021,11900,winter,2,Saturday,
4/14/2021,5783,spring,4,Wednesday,
4/21/2021,6148,spring,4,Wednesday,
4/26/2021,6623,spring,4,Monday,
5/5/2021,7365,spring,5,Wednesday,TRUE
5/6/2021,9058,spring,5,Thursday,TRUE
5/7/2021,10062,spring,5,Friday,TRUE
5/8/2021,12803,spring,5,Saturday,TRUE
5/9/2021,6551,spring,5,Sunday,TRUE
5/10/2021,7379,spring,5,Monday,TRUE
5/11/2021,8668,spring,5,Tuesday,
5/14/2021,12116,spring,5,Friday,TRUE
5/15/2021,11914,spring,5,Saturday,TRUE
5/16/2021,7845,spring,5,Sunday,TRUE
5/17/2021,9510,spring,5,Monday,TRUE
5/18/2021,10550,spring,5,Tuesday,
5/20/2021,7612,spring,5,Thursday,TRUE
5/21/2021,10353,spring,5,Friday,TRUE
5/22/2021,12061,spring,5,Saturday,TRUE
5/23/2021,10095,spring,5,Sunday,TRUE
5/24/2021,9336,spring,5,Monday,TRUE
5/25/2021,7683,spring,5,Tuesday,
5/27/2021,8797,spring,5,Thursday,TRUE
5/28/2021,10178,spring,5,Friday,TRUE
5/29/2021,11292,spring,5,Saturday,TRUE
5/30/2021,11090,spring,5,Sunday,TRUE
5/31/2021,11461,spring,5,Monday,TRUE
6/1/2021,13749,summer,6,Tuesday,
6/5/2021,8729,summer,6,Saturday,TRUE
6/6/2021,13268,summer,6,Sunday,
6/8/2021,7392,summer,6,Tuesday,TRUE
6/9/2021,13647,summer,6,Wednesday,TRUE
6/10/2021,10459,summer,6,Thursday,
6/12/2021,8953,summer,6,Saturday,TRUE
6/13/2021,9347,summer,6,Sunday,
6/15/2021,6180,summer,6,Tuesday,
6/17/2021,12155,summer,6,Thursday,TRUE
6/18/2021,9701,summer,6,Friday,TRUE
6/19/2021,9007,summer,6,Saturday,TRUE
6/20/2021,9681,summer,6,Sunday,TRUE
6/21/2021,6746,summer,6,Monday,TRUE
6/22/2021,13498,summer,6,Tuesday,TRUE
6/23/2021,7288,summer,6,Wednesday,
6/25/2021,11201,summer,6,Friday,TRUE
6/26/2021,9539,summer,6,Saturday,TRUE
6/27/2021,6317,summer,6,Sunday,TRUE
6/28/2021,12610,summer,6,Monday,TRUE
6/29/2021,16150,summer,6,Tuesday,
7/1/2021,5926,summer,7,Thursday,TRUE
7/2/2021,10196,summer,7,Friday,TRUE
7/3/2021,9553,summer,7,Saturday,TRUE
7/4/2021,8917,summer,7,Sunday,TRUE
7/5/2021,9511,summer,7,Monday,
7/15/2021,8784,summer,7,Thursday,TRUE
7/16/2021,6357,summer,7,Friday,
7/18/2021,9392,summer,7,Sunday,TRUE
7/19/2021,10866,summer,7,Monday,TRUE
7/20/2021,10781,summer,7,Tuesday,
7/22/2021,12735,summer,7,Thursday,TRUE
7/23/2021,8522,summer,7,Friday,TRUE
7/24/2021,6622,summer,7,Saturday,TRUE
7/25/2021,7442,summer,7,Sunday,
7/27/2021,12813,summer,7,Tuesday,
7/30/2021,12987,summer,7,Friday,TRUE
7/31/2021,10913,summer,7,Saturday,TRUE
8/1/2021,9704,summer,8,Sunday,TRUE
8/2/2021,8134,summer,8,Monday,TRUE
8/3/2021,12650,summer,8,Tuesday,
8/6/2021,11227,summer,8,Friday,TRUE
8/7/2021,13975,summer,8,Saturday,TRUE
8/8/2021,8624,summer,8,Sunday,TRUE
8/9/2021,12271,summer,8,Monday,TRUE
8/10/2021,11175,summer,8,Tuesday,TRUE
8/11/2021,14436,summer,8,Wednesday,TRUE
8/12/2021,11663,summer,8,Thursday,TRUE
8/13/2021,14906,summer,8,Friday,
8/15/2021,12684,summer,8,Sunday,
8/17/2021,7741,summer,8,Tuesday,TRUE
8/18/2021,18066,summer,8,Wednesday,TRUE
8/19/2021,11579,summer,8,Thursday,TRUE
8/20/2021,11058,summer,8,Friday,TRUE
8/21/2021,16118,summer,8,Saturday,
8/25/2021,9295,summer,8,Wednesday,
8/28/2021,9034,summer,8,Saturday,TRUE
8/29/2021,9478,summer,8,Sunday,
8/31/2021,5703,summer,8,Tuesday,TRUE
9/1/2021,13842,fall,9,Wednesday,TRUE
9/2/2021,7018,fall,9,Thursday,
9/4/2021,8201,fall,9,Saturday,TRUE
9/5/2021,8844,fall,9,Sunday,
9/7/2021,6413,fall,9,Tuesday,TRUE
9/8/2021,10619,fall,9,Wednesday,
9/11/2021,11608,fall,9,Saturday,TRUE
9/12/2021,9582,fall,9,Sunday,TRUE
9/13/2021,5656,fall,9,Monday,
9/15/2021,11073,fall,9,Wednesday,
9/17/2021,8729,fall,9,Friday,TRUE
9/18/2021,12898,fall,9,Saturday,TRUE
9/19/2021,11310,fall,9,Sunday,
9/21/2021,7254,fall,9,Tuesday,TRUE
9/22/2021,8788,fall,9,Wednesday,TRUE
9/23/2021,8069,fall,9,Thursday,TRUE
9/24/2021,6020,fall,9,Friday,TRUE
9/25/2021,9242,fall,9,Saturday,TRUE
9/26/2021,9648,fall,9,Sunday,
9/29/2021,11604,fall,9,Wednesday,TRUE
9/30/2021,7537,fall,9,Thursday,
10/2/2021,6554,fall,10,Saturday,
10/4/2021,6202,fall,10,Monday,TRUE
10/5/2021,8168,fall,10,Tuesday,TRUE
10/6/2021,10347,fall,10,Wednesday,TRUE
10/7/2021,7532,fall,10,Thursday,
10/9/2021,11719,fall,10,Saturday,TRUE
10/10/2021,8899,fall,10,Sunday,
10/13/2021,9512,fall,10,Wednesday,TRUE
10/14/2021,7299,fall,10,Thursday,
10/16/2021,12480,fall,10,Saturday,TRUE
10/17/2021,7794,fall,10,Sunday,TRUE
10/18/2021,7810,fall,10,Monday,
10/20/2021,7036,fall,10,Wednesday,
10/23/2021,13071,fall,10,Saturday,TRUE
10/24/2021,12955,fall,10,Sunday,
10/27/2021,7859,fall,10,Wednesday,
11/3/2021,7314,fall,11,Wednesday,
11/6/2021,13444,fall,11,Saturday,TRUE
11/7/2021,10373,fall,11,Sunday,
11/10/2021,11163,fall,11,Wednesday,
11/15/2021,6624,fall,11,Monday,
11/17/2021,9634,fall,11,Wednesday,TRUE
11/18/2021,7478,fall,11,Thursday,
11/20/2021,7435,fall,11,Saturday,TRUE
11/21/2021,8181,fall,11,Sunday,
11/27/2021,12320,fall,11,Saturday,TRUE
11/28/2021,10892,fall,11,Sunday,TRUE
11/29/2021,11768,fall,11,Monday,
12/1/2021,9892,winter,12,Wednesday,
12/4/2021,12502,winter,12,Saturday,TRUE
12/5/2021,12065,winter,12,Sunday,
12/8/2021,11171,winter,12,Wednesday,TRUE
12/9/2021,6848,winter,12,Thursday,
12/11/2021,15289,winter,12,Saturday,
12/15/2021,9830,winter,12,Wednesday,
12/18/2021,11123,winter,12,Saturday,TRUE
12/19/2021,13922,winter,12,Sunday,TRUE
12/20/2021,6082,winter,12,Monday,
12/28/2021,9562,winter,12,Tuesday,TRUE
12/29/2021,7818,winter,12,Wednesday,TRUE
12/30/2021,8563,winter,12,Thursday,
1/2/2022,14191,winter,1,Sunday,
1/4/2022,8449,winter,1,Tuesday,TRUE
1/5/2022,9530,winter,1,Wednesday,
1/8/2022,12907,winter,1,Saturday,TRUE
1/9/2022,13287,winter,1,Sunday,
1/28/2022,7729,winter,1,Friday,TRUE
1/29/2022,8979,winter,1,Saturday,TRUE
1/30/2022,6935,winter,1,Sunday,
2/16/2022,6744,winter,2,Wednesday,
2/23/2022,7132,winter,2,Wednesday,
2/25/2022,7634,winter,2,Friday,TRUE
2/26/2022,6200,winter,2,Saturday,
3/8/2022,6906,spring,3,Tuesday,
3/26/2022,7407,spring,3,Saturday,
4/1/2022,7857,spring,4,Friday,TRUE
4/2/2022,7811,spring,4,Saturday,TRUE
4/3/2022,6363,spring,4,Sunday,
4/8/2022,6186,spring,4,Friday,TRUE
4/9/2022,6493,spring,4,Saturday,
4/14/2022,6000,spring,4,Thursday,
4/17/2022,9579,spring,4,Sunday,
4/23/2022,6630,spring,4,Saturday,
5/6/2022,15061,spring,5,Friday,
5/20/2022,8020,spring,5,Friday,
5/27/2022,6329,spring,5,Friday,
6/1/2022,12834,summer,6,Wednesday,TRUE
6/2/2022,6322,summer,6,Thursday,
6/8/2022,14041,summer,6,Wednesday,
6/11/2022,11702,summer,6,Saturday,TRUE
6/12/2022,6674,summer,6,Sunday,TRUE
6/13/2022,8203,summer,6,Monday,
6/15/2022,10834,summer,6,Wednesday,TRUE
6/16/2022,7466,summer,6,Thursday,TRUE
6/17/2022,8044,summer,6,Friday,TRUE
6/18/2022,6012,summer,6,Saturday,
6/22/2022,10310,summer,6,Wednesday,
6/24/2022,6479,summer,6,Friday,TRUE
6/25/2022,7808,summer,6,Saturday,
6/28/2022,7346,summer,6,Tuesday,TRUE
6/29/2022,12207,summer,6,Wednesday,
7/1/2022,7865,summer,7,Friday,
7/6/2022,11975,summer,7,Wednesday,
7/8/2022,8594,summer,7,Friday,TRUE
7/9/2022,5633,summer,7,Saturday,TRUE
7/10/2022,6004,summer,7,Sunday,
7/12/2022,6426,summer,7,Tuesday,TRUE
7/13/2022,10488,summer,7,Wednesday,
7/16/2022,12917,summer,7,Saturday,
7/18/2022,6930,summer,7,Monday,TRUE
7/19/2022,5731,summer,7,Tuesday,TRUE
7/20/2022,11669,summer,7,Wednesday,TRUE
7/21/2022,6444,summer,7,Thursday,
7/23/2022,5958,summer,7,Saturday,
7/25/2022,12208,summer,7,Monday,
7/27/2022,9850,summer,7,Wednesday,TRUE
7/28/2022,5607,summer,7,Thursday,TRUE
7/29/2022,10108,summer,7,Friday,TRUE
7/30/2022,8257,summer,7,Saturday,
8/3/2022,12410,summer,8,Wednesday,
8/10/2022,12760,summer,8,Wednesday,
8/13/2022,6317,summer,8,Saturday,
8/15/2022,5842,summer,8,Monday,
8/17/2022,8379,summer,8,Wednesday,TRUE
8/18/2022,5628,summer,8,Thursday,
8/20/2022,5764,summer,8,Saturday,TRUE
8/21/2022,8192,summer,8,Sunday,TRUE
8/22/2022,7344,summer,8,Monday,
8/24/2022,7652,summer,8,Wednesday,
8/26/2022,6260,summer,8,Friday,TRUE
8/27/2022,7038,summer,8,Saturday,TRUE
8/28/2022,7432,summer,8,Sunday,TRUE
8/29/2022,6396,summer,8,Monday,
8/31/2022,8148,summer,8,Wednesday,TRUE
9/1/2022,5788,fall,9,Thursday,TRUE
9/2/2022,6854,fall,9,Friday,
9/5/2022,6042,fall,9,Monday,
9/9/2022,8844,fall,9,Friday,TRUE
9/10/2022,8422,fall,9,Saturday,
9/12/2022,6544,fall,9,Monday,
9/14/2022,12001,fall,9,Wednesday,
9/19/2022,7592,fall,9,Monday,
9/21/2022,7752,fall,9,Wednesday,
9/23/2022,7095,fall,9,Friday,
9/26/2022,5613,fall,9,Monday,TRUE
9/27/2022,6226,fall,9,Tuesday,TRUE
9/28/2022,5913,fall,9,Wednesday,
9/30/2022,6847,fall,9,Friday,
10/3/2022,6156,fall,10,Monday,
10/5/2022,5604,fall,10,Wednesday,
10/7/2022,7838,fall,10,Friday,
10/9/2022,6373,fall,10,Sunday,TRUE
10/10/2022,8844,fall,10,Monday,TRUE
10/11/2022,16277,fall,10,Tuesday,TRUE
10/12/2022,11813,fall,10,Wednesday,TRUE
10/13/2022,8630,fall,10,Thursday,TRUE
10/14/2022,6442,fall,10,Friday,
10/20/2022,10757,fall,10,Thursday,
10/22/2022,8765,fall,10,Saturday,
10/27/2022,7233,fall,10,Thursday,TRUE
10/28/2022,10076,fall,10,Friday,
10/31/2022,5685,fall,10,Monday,
11/3/2022,7436,fall,11,Thursday,
11/5/2022,8335,fall,11,Saturday,
11/9/2022,8190,fall,11,Wednesday,
11/11/2022,5850,fall,11,Friday,
11/25/2022,6710,fall,11,Friday,TRUE
11/26/2022,7672,fall,11,Saturday,TRUE
11/27/2022,6129,fall,11,Sunday,TRUE
11/28/2022,6888,fall,11,Monday,
11/30/2022,7006,fall,11,Wednesday,
12/2/2022,7594,winter,12,Friday,
12/5/2022,7507,winter,12,Monday,TRUE
12/6/2022,5762,winter,12,Tuesday,TRUE
12/7/2022,6028,winter,12,Wednesday,TRUE
12/8/2022,5793,winter,12,Thursday,
12/12/2022,8848,winter,12,Monday,
12/15/2022,6927,winter,12,Thursday,TRUE
12/16/2022,5603,winter,12,Friday,
12/19/2022,6514,winter,12,Monday,
12/28/2022,6713,winter,12,Wednesday,
1/1/2023,5848,winter,1,Sunday,
1/4/2023,6093,winter,1,Wednesday,TRUE
1/5/2023,6022,winter,1,Thursday,
1/9/2023,9385,winter,1,Monday,TRUE
1/10/2023,5902,winter,1,Tuesday,TRUE
1/11/2023,5805,winter,1,Wednesday,TRUE
1/12/2023,8331,winter,1,Thursday,
1/14/2023,5619,winter,1,Saturday,
1/17/2023,9409,winter,1,Tuesday,
1/20/2023,8473,winter,1,Friday,
1/30/2023,7741,winter,1,Monday,
2/4/2023,7436,winter,2,Saturday,
2/17/2023,6709,winter,2,Friday,
2/25/2023,6691,winter,2,Saturday,
3/8/2023,5840,spring,3,Wednesday,
3/10/2023,7586,spring,3,Friday,
3/25/2023,5930,spring,3,Saturday,TRUE
3/26/2023,5579,spring,3,Sunday,
3/30/2023,6056,spring,3,Thursday,
4/3/2023,13163,spring,4,Monday,
4/7/2023,5673,spring,4,Friday,
4/19/2023,5914,spring,4,Wednesday,
4/23/2023,6421,spring,4,Sunday,
4/27/2023,6819,spring,4,Thursday,
5/4/2023,9061,spring,5,Thursday,
5/6/2023,7328,spring,5,Saturday,
5/19/2023,10059,spring,5,Friday,TRUE
5/20/2023,6272,spring,5,Saturday,TRUE
5/21/2023,5736,spring,5,Sunday,TRUE
5/22/2023,5767,spring,5,Monday,
5/26/2023,6747,spring,5,Friday,
6/3/2023,6910,summer,6,Saturday,
6/8/2023,5657,summer,6,Thursday,
6/13/2023,5677,summer,6,Tuesday,
6/25/2023,6389,summer,6,Sunday,TRUE
6/26/2023,15779,summer,6,Monday,
6/29/2023,10377,summer,6,Thursday,TRUE
6/30/2023,23743,summer,6,Friday,TRUE
7/1/2023,11004,summer,7,Saturday,TRUE
7/2/2023,19007,summer,7,Sunday,TRUE
7/3/2023,11774,summer,7,Monday,TRUE
7/4/2023,5773,summer,7,Tuesday,TRUE
7/5/2023,23071,summer,7,Wednesday,TRUE
7/6/2023,19344,summer,7,Thursday,TRUE
7/7/2023,20256,summer,7,Friday,TRUE
7/8/2023,16922,summer,7,Saturday,
7/11/2023,14407,summer,7,Tuesday,TRUE
7/12/2023,11017,summer,7,Wednesday,TRUE
7/13/2023,15012,summer,7,Thursday,
7/15/2023,6270,summer,7,Saturday,TRUE
7/16/2023,6539,summer,7,Sunday,
7/20/2023,6539,summer,7,Thursday,
7/26/2023,13525,summer,7,Wednesday,TRUE
7/27/2023,7803,summer,7,Thursday,TRUE
7/28/2023,9292,summer,7,Friday,TRUE
7/29/2023,11467,summer,7,Saturday,TRUE
7/30/2023,5796,summer,7,Sunday,TRUE
7/31/2023,11114,summer,7,Monday,TRUE
8/1/2023,7882,summer,8,Tuesday,TRUE
8/2/2023,7707,summer,8,Wednesday,TRUE
8/3/2023,7375,summer,8,Thursday,TRUE
8/4/2023,8617,summer,8,Friday,
8/6/2023,16717,summer,8,Sunday,TRUE
8/7/2023,8624,summer,8,Monday,TRUE
8/8/2023,10802,summer,8,Tuesday,TRUE
8/9/2023,9992,summer,8,Wednesday,TRUE
8/10/2023,8207,summer,8,Thursday,TRUE
8/11/2023,9249,summer,8,Friday,TRUE
8/12/2023,6907,summer,8,Saturday,
8/15/2023,5532,summer,8,Tuesday,
8/18/2023,11369,summer,8,Friday,TRUE
8/19/2023,7874,summer,8,Saturday,
8/21/2023,16355,summer,8,Monday,
,,,,,
